STT,Mã học sinh,Họ và Tên,Lớp,Ngày sinh,HK,ĐĐGtx1,ĐĐGtx2,ĐĐGtx3,ĐĐGtx4,ĐĐGgk,ĐĐGck,"ĐTB 
mhk",Năm học,Môn,Học lực
17041,2502150962,Bùi Ngọc Đông,9A5,31/07/2009,2,7,6,6,6,5.6,5.2,5.8,2024,Toán,Trung bình
17042,2502150962,Bùi Ngọc Đông,9A5,31/07/2009,2,9,8,9,9,7.7,7.8,8.2,2024,Lý,Giỏi
17043,2502150962,Bùi Ngọc Đông,9A5,31/07/2009,2,9,7,8,7,7.7,7.5,7.7,2024,Hóa,Khá
17044,2502150962,Bùi Ngọc Đông,9A5,31/07/2009,2,8,8,8,8,7.2,7.4,7.6,2024,Anh,Khá
17045,2502150964,Hoàng Quốc Huy,9A5,05/03/2009,2,10,9,8,10,9.0,8.8,9.0,2024,Toán,Giỏi
17046,2502150964,Hoàng Quốc Huy,9A5,05/03/2009,2,8,10,9,8,9.1,9.6,9.1,2024,Lý,Giỏi
17047,2502150964,Hoàng Quốc Huy,9A5,05/03/2009,2,7,8,8,8,7.4,8.3,7.9,2024,Hóa,Khá
17048,2502150964,Hoàng Quốc Huy,9A5,05/03/2009,2,9,8,9,9,9.7,8.9,9.0,2024,Anh,Giỏi
17049,2502150966,Đặng Kim Thảo,9A5,14/07/2009,2,10,10,10,8,8.3,8.6,8.9,2024,Toán,Giỏi
17050,2502150966,Đặng Kim Thảo,9A5,14/07/2009,2,10,10,10,10,9.2,9.8,9.8,2024,Lý,Giỏi
17051,2502150966,Đặng Kim Thảo,9A5,14/07/2009,2,10,10,8,10,9.3,8.6,9.2,2024,Hóa,Giỏi
17052,2502150966,Đặng Kim Thảo,9A5,14/07/2009,2,9,10,9,10,9.7,9.2,9.4,2024,Anh,Giỏi
17053,2502150968,Lê Minh Hùng,9A5,08/06/2009,2,8,6,8,5,7.3,7.4,7.1,2024,Toán,Khá
17054,2502150968,Lê Minh Hùng,9A5,08/06/2009,2,5,8,5,8,6.9,5.2,6.2,2024,Lý,Trung bình
17055,2502150968,Lê Minh Hùng,9A5,08/06/2009,2,6,5,5,7,6.8,6.6,6.3,2024,Hóa,Trung bình
17056,2502150968,Lê Minh Hùng,9A5,08/06/2009,2,5,7,5,7,7.1,6.5,6.4,2024,Anh,Trung bình
17057,2502150970,Nguyễn Kim Mai,9A5,12/09/2009,2,6,6,6,5,5.7,5.9,5.8,2024,Toán,Trung bình
17058,2502150970,Nguyễn Kim Mai,9A5,12/09/2009,2,6,4,2,4,3.0,4.0,3.8,2024,Lý,Yếu
17059,2502150970,Nguyễn Kim Mai,9A5,12/09/2009,2,7,8,5,7,7.2,6.4,6.7,2024,Hóa,Khá
17060,2502150970,Nguyễn Kim Mai,9A5,12/09/2009,2,5,7,8,7,5.2,5.9,6.1,2024,Anh,Trung bình
17061,2502150972,Vũ Quang Dũng,9A5,04/01/2009,2,7,8,8,8,8.2,7.5,7.8,2024,Toán,Khá
17062,2502150972,Vũ Quang Dũng,9A5,04/01/2009,2,8,7,8,7,6.8,7.3,7.3,2024,Lý,Khá
17063,2502150972,Vũ Quang Dũng,9A5,04/01/2009,2,7,9,9,9,7.9,8.6,8.4,2024,Hóa,Giỏi
17064,2502150972,Vũ Quang Dũng,9A5,04/01/2009,2,9,8,8,7,7.3,7.8,7.8,2024,Anh,Khá
17065,2502150974,Lê Văn Khánh,9A5,17/01/2009,2,8,8,5,6,7.3,5.4,6.4,2024,Toán,Trung bình
17066,2502150974,Lê Văn Khánh,9A5,17/01/2009,2,5,8,5,5,5.5,7.0,6.1,2024,Lý,Trung bình
17067,2502150974,Lê Văn Khánh,9A5,17/01/2009,2,7,7,6,6,5.4,6.3,6.2,2024,Hóa,Trung bình
17068,2502150974,Lê Văn Khánh,9A5,17/01/2009,2,2,5,2,2,3.9,2.0,2.8,2024,Anh,Kém
17069,2502150976,Lê Trúc Ngọc,9A5,21/12/2009,2,6,6,8,5,7.2,6.1,6.4,2024,Toán,Trung bình
17070,2502150976,Lê Trúc Ngọc,9A5,21/12/2009,2,8,8,8,7,7.1,7.4,7.5,2024,Lý,Khá
17071,2502150976,Lê Trúc Ngọc,9A5,21/12/2009,2,6,7,6,6,5.1,6.5,6.1,2024,Hóa,Trung bình
17072,2502150976,Lê Trúc Ngọc,9A5,21/12/2009,2,5,5,7,7,5.7,5.7,5.8,2024,Anh,Trung bình
17073,2502150978,Nguyễn Đức Sơn,9A5,14/07/2009,2,5,8,6,8,5.2,7.4,6.6,2024,Toán,Khá
17074,2502150978,Nguyễn Đức Sơn,9A5,14/07/2009,2,8,5,6,8,7.0,6.4,6.7,2024,Lý,Khá
17075,2502150978,Nguyễn Đức Sơn,9A5,14/07/2009,2,3,3,4,2,3.2,4.1,3.4,2024,Hóa,Kém
17076,2502150978,Nguyễn Đức Sơn,9A5,14/07/2009,2,3,5,5,5,3.7,2.6,3.7,2024,Anh,Yếu
17077,2502150980,Vũ Hải Khang,9A5,10/11/2009,2,10,10,10,9,8.9,10.0,9.6,2024,Toán,Giỏi
17078,2502150980,Vũ Hải Khang,9A5,10/11/2009,2,9,8,9,8,8.7,8.6,8.6,2024,Lý,Giỏi
17079,2502150980,Vũ Hải Khang,9A5,10/11/2009,2,8,10,10,8,8.4,8.6,8.7,2024,Hóa,Giỏi
17080,2502150980,Vũ Hải Khang,9A5,10/11/2009,2,9,7,7,9,8.0,7.8,7.9,2024,Anh,Khá
17081,2502150982,Bùi Quỳnh Ngọc,9A5,12/06/2009,2,7,9,9,9,7.7,8.1,8.2,2024,Toán,Giỏi
17082,2502150982,Bùi Quỳnh Ngọc,9A5,12/06/2009,2,8,7,8,7,7.5,8.0,7.7,2024,Lý,Khá
17083,2502150982,Bùi Quỳnh Ngọc,9A5,12/06/2009,2,7,9,8,9,6.7,8.4,8.0,2024,Hóa,Giỏi
17084,2502150982,Bùi Quỳnh Ngọc,9A5,12/06/2009,2,7,7,7,7,7.5,7.3,7.2,2024,Anh,Khá
17085,2502150984,Hồ Tấn Phúc,9A5,03/04/2009,2,5,8,7,5,6.6,7.5,6.7,2024,Toán,Khá
17086,2502150984,Hồ Tấn Phúc,9A5,03/04/2009,2,5,6,7,7,7.2,6.4,6.5,2024,Lý,Khá
17087,2502150984,Hồ Tấn Phúc,9A5,03/04/2009,2,5,8,6,6,5.2,6.4,6.1,2024,Hóa,Trung bình
17088,2502150984,Hồ Tấn Phúc,9A5,03/04/2009,2,4,5,3,5,4.3,3.7,4.1,2024,Anh,Yếu
17089,2502150986,Trần Minh Hương,9A5,01/08/2009,2,9,8,8,9,7.7,8.7,8.4,2024,Toán,Giỏi
17090,2502150986,Trần Minh Hương,9A5,01/08/2009,2,7,9,9,9,6.8,9.0,8.3,2024,Lý,Giỏi
17091,2502150986,Trần Minh Hương,9A5,01/08/2009,2,8,9,9,9,6.6,7.9,8.0,2024,Hóa,Giỏi
17092,2502150986,Trần Minh Hương,9A5,01/08/2009,2,10,9,8,8,9.6,8.8,9.0,2024,Anh,Giỏi
17093,2502150988,Hoàng Quỳnh Linh,9A5,17/09/2009,2,6,5,5,8,5.9,5.5,5.8,2024,Toán,Trung bình
17094,2502150988,Hoàng Quỳnh Linh,9A5,17/09/2009,2,5,5,4,5,3.8,3.5,4.1,2024,Lý,Yếu
17095,2502150988,Hoàng Quỳnh Linh,9A5,17/09/2009,2,5,5,8,6,6.6,5.2,5.9,2024,Hóa,Trung bình
17096,2502150988,Hoàng Quỳnh Linh,9A5,17/09/2009,2,7,5,7,6,6.8,5.6,6.2,2024,Anh,Trung bình
17097,2502150990,Nguyễn Thanh Hương,9A5,23/06/2009,2,6,2,3,3,3.3,4.0,3.6,2024,Toán,Yếu
17098,2502150990,Nguyễn Thanh Hương,9A5,23/06/2009,2,5,4,2,6,5.0,2.5,3.8,2024,Lý,Yếu
17099,2502150990,Nguyễn Thanh Hương,9A5,23/06/2009,2,5,7,5,7,7.2,6.2,6.3,2024,Hóa,Trung bình
17100,2502150990,Nguyễn Thanh Hương,9A5,23/06/2009,2,7,7,7,5,6.7,6.6,6.6,2024,Anh,Khá
17101,2502150992,Võ Phúc Đông,9A5,25/08/2009,2,8,5,5,5,7.2,7.3,6.6,2024,Toán,Khá
17102,2502150992,Võ Phúc Đông,9A5,25/08/2009,2,7,7,5,7,6.1,7.4,6.7,2024,Lý,Khá
17103,2502150992,Võ Phúc Đông,9A5,25/08/2009,2,8,5,7,7,5.8,6.0,6.3,2024,Hóa,Trung bình
17104,2502150992,Võ Phúc Đông,9A5,25/08/2009,2,5,7,7,6,6.2,7.0,6.5,2024,Anh,Khá
17105,2502150994,Phan Như Trâm,9A5,23/10/2009,2,7,8,7,6,5.6,5.5,6.2,2024,Toán,Trung bình
17106,2502150994,Phan Như Trâm,9A5,23/10/2009,2,8,7,7,7,7.3,6.3,6.9,2024,Lý,Khá
17107,2502150994,Phan Như Trâm,9A5,23/10/2009,2,7,8,7,7,5.9,7.0,6.9,2024,Hóa,Khá
17108,2502150994,Phan Như Trâm,9A5,23/10/2009,2,5,6,6,8,7.0,7.1,6.7,2024,Anh,Khá
17109,2502150996,Nguyễn Quốc Trung,9A5,26/03/2009,2,7,6,7,6,6.6,5.6,6.2,2024,Toán,Trung bình
17110,2502150996,Nguyễn Quốc Trung,9A5,26/03/2009,2,7,8,5,5,7.2,5.4,6.2,2024,Lý,Trung bình
17111,2502150996,Nguyễn Quốc Trung,9A5,26/03/2009,2,6,8,8,6,6.3,7.2,6.9,2024,Hóa,Khá
17112,2502150996,Nguyễn Quốc Trung,9A5,26/03/2009,2,6,8,7,5,6.2,7.0,6.6,2024,Anh,Khá
17113,2502150998,Phan Minh Vy,9A5,14/02/2009,2,8,7,7,5,5.6,7.4,6.7,2024,Toán,Khá
17114,2502150998,Phan Minh Vy,9A5,14/02/2009,2,7,8,6,5,7.3,5.0,6.2,2024,Lý,Trung bình
17115,2502150998,Phan Minh Vy,9A5,14/02/2009,2,6,6,7,5,5.7,5.4,5.7,2024,Hóa,Trung bình
17116,2502150998,Phan Minh Vy,9A5,14/02/2009,2,7,6,7,7,6.6,5.9,6.4,2024,Anh,Trung bình
17117,2502151000,Trần Quốc Hùng,9A5,17/02/2009,2,5,7,6,5,7.0,5.6,6.0,2024,Toán,Trung bình
17118,2502151000,Trần Quốc Hùng,9A5,17/02/2009,2,7,7,8,9,6.5,8.8,7.8,2024,Lý,Khá
17119,2502151000,Trần Quốc Hùng,9A5,17/02/2009,2,8,8,7,9,7.9,8.6,8.2,2024,Hóa,Giỏi
17120,2502151000,Trần Quốc Hùng,9A5,17/02/2009,2,9,8,9,9,7.4,8.8,8.5,2024,Anh,Giỏi
17121,2502151002,Ngô Quốc Nam,9A5,20/02/2009,2,7,7,8,8,6.4,5.2,6.5,2024,Toán,Khá
17122,2502151002,Ngô Quốc Nam,9A5,20/02/2009,2,7,8,8,8,7.0,5.3,6.8,2024,Lý,Khá
17123,2502151002,Ngô Quốc Nam,9A5,20/02/2009,2,9,7,9,8,6.7,8.1,7.9,2024,Hóa,Khá
17124,2502151002,Ngô Quốc Nam,9A5,20/02/2009,2,5,6,8,5,6.0,5.7,5.9,2024,Anh,Trung bình
17125,2502151004,Hoàng Thị Hoa,9A5,20/06/2009,2,4,4,4,6,2.7,4.5,4.1,2024,Toán,Yếu
17126,2502151004,Hoàng Thị Hoa,9A5,20/06/2009,2,4,4,3,3,2.9,4.6,3.7,2024,Lý,Yếu
17127,2502151004,Hoàng Thị Hoa,9A5,20/06/2009,2,5,8,8,7,5.7,6.7,6.6,2024,Hóa,Khá
17128,2502151004,Hoàng Thị Hoa,9A5,20/06/2009,2,6,8,6,7,6.1,5.2,6.1,2024,Anh,Trung bình
17129,2502151006,Hoàng Hữu Đông,9A5,14/08/2009,2,7,5,7,6,5.3,5.9,5.9,2024,Toán,Trung bình
17130,2502151006,Hoàng Hữu Đông,9A5,14/08/2009,2,5,5,8,6,5.8,5.0,5.6,2024,Lý,Trung bình
17131,2502151006,Hoàng Hữu Đông,9A5,14/08/2009,2,7,8,7,7,7.0,8.3,7.5,2024,Hóa,Khá
17132,2502151006,Hoàng Hữu Đông,9A5,14/08/2009,2,8,5,5,5,7.4,7.1,6.6,2024,Anh,Khá
17133,2502151008,Phan Hữu Nam,9A5,25/05/2008,2,8,8,8,8,9.2,9.3,8.7,2024,Toán,Giỏi
17134,2502151008,Phan Hữu Nam,9A5,25/05/2008,2,8,9,9,8,9.6,9.7,9.1,2024,Lý,Giỏi
17135,2502151008,Phan Hữu Nam,9A5,25/05/2008,2,10,10,9,8,9.1,9.4,9.3,2024,Hóa,Giỏi
17136,2502151008,Phan Hữu Nam,9A5,25/05/2008,2,9,8,10,9,9.5,9.4,9.2,2024,Anh,Giỏi
17137,2502151010,Nguyễn Quang Hùng,9A5,28/01/2009,2,9,9,9,9,8.8,8.9,8.9,2024,Toán,Giỏi
17138,2502151010,Nguyễn Quang Hùng,9A5,28/01/2009,2,8,8,9,9,8.1,10.0,8.9,2024,Lý,Giỏi
17139,2502151010,Nguyễn Quang Hùng,9A5,28/01/2009,2,10,9,10,10,8.1,9.0,9.1,2024,Hóa,Giỏi
17140,2502151010,Nguyễn Quang Hùng,9A5,28/01/2009,2,10,10,10,8,8.3,8.8,9.0,2024,Anh,Giỏi
17141,2502151012,Võ Kim Hà,9A5,12/04/2009,2,8,7,8,8,7.3,5.4,6.9,2024,Toán,Khá
17142,2502151012,Võ Kim Hà,9A5,12/04/2009,2,6,6,7,6,6.3,6.5,6.3,2024,Lý,Trung bình
17143,2502151012,Võ Kim Hà,9A5,12/04/2009,2,5,5,6,8,6.1,7.5,6.5,2024,Hóa,Khá
17144,2502151012,Võ Kim Hà,9A5,12/04/2009,2,6,6,7,8,7.3,7.1,7.0,2024,Anh,Khá
17145,2502151014,Lê Đức Bách,9A5,08/06/2009,2,5,6,5,7,5.7,6.2,5.9,2024,Toán,Trung bình
17146,2502151014,Lê Đức Bách,9A5,08/06/2009,2,5,7,7,6,6.9,7.1,6.7,2024,Lý,Khá
17147,2502151014,Lê Đức Bách,9A5,08/06/2009,2,6,8,5,7,6.2,7.1,6.6,2024,Hóa,Khá
17148,2502151014,Lê Đức Bách,9A5,08/06/2009,2,7,6,6,6,5.1,5.2,5.6,2024,Anh,Trung bình
17149,2502151016,Bùi Hồng Hà,9A5,25/12/2009,2,4,4,3,3,3.2,2.0,2.9,2024,Toán,Kém
17150,2502151016,Bùi Hồng Hà,9A5,25/12/2009,2,3,4,3,4,3.3,4.0,3.6,2024,Lý,Yếu
17151,2502151016,Bùi Hồng Hà,9A5,25/12/2009,2,6,3,5,6,3.5,4.8,4.6,2024,Hóa,Yếu
17152,2502151016,Bùi Hồng Hà,9A5,25/12/2009,2,3,2,2,6,4.9,2.2,3.3,2024,Anh,Kém
17153,2502151018,Trần Quốc Phúc,9A5,29/03/2009,2,9,7,9,7,7.8,8.5,8.1,2024,Toán,Giỏi
17154,2502151018,Trần Quốc Phúc,9A5,29/03/2009,2,7,9,9,7,7.0,8.5,7.9,2024,Lý,Khá
17155,2502151018,Trần Quốc Phúc,9A5,29/03/2009,2,9,8,9,9,7.0,8.7,8.3,2024,Hóa,Giỏi
17156,2502151018,Trần Quốc Phúc,9A5,29/03/2009,2,7,8,8,9,6.9,7.6,7.6,2024,Anh,Khá
17157,2502151020,Trần Khánh Trâm,9A5,04/06/2009,2,7,6,7,7,7.5,6.5,6.8,2024,Toán,Khá
17158,2502151020,Trần Khánh Trâm,9A5,04/06/2009,2,8,5,7,5,5.6,6.1,6.1,2024,Lý,Trung bình
17159,2502151020,Trần Khánh Trâm,9A5,04/06/2009,2,6,5,8,6,5.3,5.4,5.8,2024,Hóa,Trung bình
17160,2502151020,Trần Khánh Trâm,9A5,04/06/2009,2,7,7,5,8,6.2,7.2,6.8,2024,Anh,Khá
17161,2502151022,Vũ Ngọc Trúc,9A6,22/12/2009,2,7,5,7,8,6.1,7.0,6.7,2024,Toán,Khá
17162,2502151022,Vũ Ngọc Trúc,9A6,22/12/2009,2,6,7,7,6,7.4,6.0,6.5,2024,Lý,Khá
17163,2502151022,Vũ Ngọc Trúc,9A6,22/12/2009,2,7,5,6,6,5.4,7.0,6.2,2024,Hóa,Trung bình
17164,2502151022,Vũ Ngọc Trúc,9A6,22/12/2009,2,8,6,7,8,5.2,6.2,6.4,2024,Anh,Trung bình
17165,2502151024,Đỗ Tấn Dũng,9A6,31/12/2009,2,8,6,7,6,6.0,7.1,6.7,2024,Toán,Khá
17166,2502151024,Đỗ Tấn Dũng,9A6,31/12/2009,2,8,8,7,6,6.5,6.4,6.8,2024,Lý,Khá
17167,2502151024,Đỗ Tấn Dũng,9A6,31/12/2009,2,5,5,6,7,7.2,6.0,6.2,2024,Hóa,Trung bình
17168,2502151024,Đỗ Tấn Dũng,9A6,31/12/2009,2,8,5,5,7,7.1,5.4,6.2,2024,Anh,Trung bình
17169,2502151026,Lê Hồng Phương,9A6,25/02/2009,2,8,7,8,7,5.1,6.8,6.7,2024,Toán,Khá
17170,2502151026,Lê Hồng Phương,9A6,25/02/2009,2,5,7,8,5,6.0,6.3,6.2,2024,Lý,Trung bình
17171,2502151026,Lê Hồng Phương,9A6,25/02/2009,2,8,7,8,5,7.0,6.1,6.7,2024,Hóa,Khá
17172,2502151026,Lê Hồng Phương,9A6,25/02/2009,2,5,8,8,5,6.3,7.0,6.6,2024,Anh,Khá
17173,2502151028,Phạm Phúc Nam,9A6,22/11/2009,2,6,6,6,6,6.5,6.1,6.1,2024,Toán,Trung bình
17174,2502151028,Phạm Phúc Nam,9A6,22/11/2009,2,6,6,7,5,6.7,5.3,5.9,2024,Lý,Trung bình
17175,2502151028,Phạm Phúc Nam,9A6,22/11/2009,2,7,8,6,6,6.3,6.3,6.5,2024,Hóa,Khá
17176,2502151028,Phạm Phúc Nam,9A6,22/11/2009,2,5,8,7,5,6.5,5.6,6.1,2024,Anh,Trung bình
17177,2502151030,Võ Kiều Hương,9A6,12/06/2009,2,7,8,9,7,7.1,7.8,7.6,2024,Toán,Khá
17178,2502151030,Võ Kiều Hương,9A6,12/06/2009,2,7,8,8,7,7.0,7.6,7.4,2024,Lý,Khá
17179,2502151030,Võ Kiều Hương,9A6,12/06/2009,2,9,9,8,8,8.3,8.9,8.6,2024,Hóa,Giỏi
17180,2502151030,Võ Kiều Hương,9A6,12/06/2009,2,9,7,7,9,7.0,8.1,7.8,2024,Anh,Khá
17181,2502151032,Lý Khánh Linh,9A6,10/11/2009,2,6,6,2,2,3.0,3.2,3.5,2024,Toán,Yếu
17182,2502151032,Lý Khánh Linh,9A6,10/11/2009,2,8,8,6,8,6.7,6.5,7.0,2024,Lý,Khá
17183,2502151032,Lý Khánh Linh,9A6,10/11/2009,2,3,3,2,5,3.0,2.4,2.9,2024,Hóa,Kém
17184,2502151032,Lý Khánh Linh,9A6,10/11/2009,2,3,3,5,5,3.8,2.8,3.6,2024,Anh,Yếu
17185,2502151034,Nguyễn Thị Trâm,9A6,03/07/2009,2,9,10,8,10,9.6,9.9,9.5,2024,Toán,Giỏi
17186,2502151034,Nguyễn Thị Trâm,9A6,03/07/2009,2,8,7,7,9,7.0,8.1,7.7,2024,Lý,Khá
17187,2502151034,Nguyễn Thị Trâm,9A6,03/07/2009,2,9,10,9,10,9.8,8.8,9.3,2024,Hóa,Giỏi
17188,2502151034,Nguyễn Thị Trâm,9A6,03/07/2009,2,10,8,10,10,8.4,9.1,9.1,2024,Anh,Giỏi
17189,2502151036,Hồ Mai Phương,9A6,07/10/2009,2,8,8,8,9,7.8,8.7,8.3,2024,Toán,Giỏi
17190,2502151036,Hồ Mai Phương,9A6,07/10/2009,2,7,6,5,5,5.8,5.5,5.7,2024,Lý,Trung bình
17191,2502151036,Hồ Mai Phương,9A6,07/10/2009,2,9,8,9,8,7.2,7.2,7.8,2024,Hóa,Khá
17192,2502151036,Hồ Mai Phương,9A6,07/10/2009,2,9,9,9,8,7.4,7.6,8.1,2024,Anh,Giỏi
17193,2502151038,Hoàng Phúc Nam,9A6,06/02/2009,2,3,2,3,5,3.3,3.7,3.4,2024,Toán,Kém
17194,2502151038,Hoàng Phúc Nam,9A6,06/02/2009,2,7,7,6,7,5.2,5.2,5.9,2024,Lý,Trung bình
17195,2502151038,Hoàng Phúc Nam,9A6,06/02/2009,2,6,5,7,5,5.5,5.4,5.6,2024,Hóa,Trung bình
17196,2502151038,Hoàng Phúc Nam,9A6,06/02/2009,2,9,7,9,8,7.3,7.2,7.7,2024,Anh,Khá
17197,2502151040,Vũ Cát Hoa,9A6,15/11/2008,2,8,8,9,8,8.4,8.3,8.3,2024,Toán,Giỏi
17198,2502151040,Vũ Cát Hoa,9A6,15/11/2008,2,7,8,8,9,8.3,8.3,8.2,2024,Lý,Giỏi
17199,2502151040,Vũ Cát Hoa,9A6,15/11/2008,2,9,9,9,7,7.6,7.5,8.0,2024,Hóa,Giỏi
17200,2502151040,Vũ Cát Hoa,9A6,15/11/2008,2,9,7,7,9,7.3,7.6,7.7,2024,Anh,Khá
17201,2502151042,Bùi Văn Kiệt,9A6,02/05/2009,2,5,7,8,7,5.7,6.6,6.5,2024,Toán,Khá
17202,2502151042,Bùi Văn Kiệt,9A6,02/05/2009,2,5,8,6,8,5.5,5.0,5.9,2024,Lý,Trung bình
17203,2502151042,Bùi Văn Kiệt,9A6,02/05/2009,2,6,8,6,5,7.1,7.3,6.8,2024,Hóa,Khá
17204,2502151042,Bùi Văn Kiệt,9A6,02/05/2009,2,7,7,8,8,7.6,8.2,7.8,2024,Anh,Khá
17205,2502151044,Hồ Khánh Trang,9A6,20/12/2009,2,9,10,8,9,8.5,9.6,9.1,2024,Toán,Giỏi
17206,2502151044,Hồ Khánh Trang,9A6,20/12/2009,2,10,9,9,10,9.2,9.1,9.3,2024,Lý,Giỏi
17207,2502151044,Hồ Khánh Trang,9A6,20/12/2009,2,9,9,9,10,9.3,8.7,9.1,2024,Hóa,Giỏi
17208,2502151044,Hồ Khánh Trang,9A6,20/12/2009,2,9,8,9,8,8.4,10.0,9.0,2024,Anh,Giỏi
17209,2502151046,Đặng Đức Lâm,9A6,15/02/2009,2,9,8,9,7,8.0,8.7,8.3,2024,Toán,Giỏi
17210,2502151046,Đặng Đức Lâm,9A6,15/02/2009,2,8,7,8,8,8.3,7.9,7.9,2024,Lý,Khá
17211,2502151046,Đặng Đức Lâm,9A6,15/02/2009,2,7,7,8,9,7.6,9.0,8.1,2024,Hóa,Giỏi
17212,2502151046,Đặng Đức Lâm,9A6,15/02/2009,2,7,9,9,7,7.9,7.9,7.9,2024,Anh,Khá
17213,2502151048,Bùi Hồng Hoa,9A6,25/06/2009,2,6,2,5,2,4.1,4.7,4.1,2024,Toán,Yếu
17214,2502151048,Bùi Hồng Hoa,9A6,25/06/2009,2,5,8,5,7,6.7,5.7,6.2,2024,Lý,Trung bình
17215,2502151048,Bùi Hồng Hoa,9A6,25/06/2009,2,7,8,7,8,5.2,7.0,6.8,2024,Hóa,Khá
17216,2502151048,Bùi Hồng Hoa,9A6,25/06/2009,2,6,5,5,5,5.3,6.5,5.7,2024,Anh,Trung bình
17217,2502151050,Ngô Hữu Sơn,9A6,22/12/2009,2,5,5,6,6,2.9,3.0,4.1,2024,Toán,Yếu
17218,2502151050,Ngô Hữu Sơn,9A6,22/12/2009,2,3,6,6,3,2.5,4.6,4.1,2024,Lý,Yếu
17219,2502151050,Ngô Hữu Sơn,9A6,22/12/2009,2,3,6,4,4,3.1,4.4,4.0,2024,Hóa,Yếu
17220,2502151050,Ngô Hữu Sơn,9A6,22/12/2009,2,6,6,5,7,7.2,6.6,6.5,2024,Anh,Khá
17221,2502151052,Lê Xuân Hùng,9A6,30/05/2009,2,6,6,7,6,6.5,6.9,6.5,2024,Toán,Khá
17222,2502151052,Lê Xuân Hùng,9A6,30/05/2009,2,6,8,7,8,6.1,7.4,7.0,2024,Lý,Khá
17223,2502151052,Lê Xuân Hùng,9A6,30/05/2009,2,7,8,7,8,6.6,7.5,7.3,2024,Hóa,Khá
17224,2502151052,Lê Xuân Hùng,9A6,30/05/2009,2,6,7,8,5,5.4,5.7,6.0,2024,Anh,Trung bình
17225,2502151054,Lê Xuân Phong,9A6,12/05/2009,2,8,7,8,8,8.4,7.9,7.9,2024,Toán,Khá
17226,2502151054,Lê Xuân Phong,9A6,12/05/2009,2,8,8,8,10,8.6,8.9,8.7,2024,Lý,Giỏi
17227,2502151054,Lê Xuân Phong,9A6,12/05/2009,2,9,8,8,8,9.0,9.5,8.8,2024,Hóa,Giỏi
17228,2502151054,Lê Xuân Phong,9A6,12/05/2009,2,10,9,8,10,9.1,8.6,9.0,2024,Anh,Giỏi
17229,2502151056,Ngô Minh Phong,9A6,01/05/2009,2,5,5,7,6,6.4,7.4,6.4,2024,Toán,Trung bình
17230,2502151056,Ngô Minh Phong,9A6,01/05/2009,2,8,6,8,6,6.4,6.8,6.8,2024,Lý,Khá
17231,2502151056,Ngô Minh Phong,9A6,01/05/2009,2,6,6,6,5,5.7,6.5,6.0,2024,Hóa,Trung bình
17232,2502151056,Ngô Minh Phong,9A6,01/05/2009,2,8,8,7,9,6.6,7.5,7.5,2024,Anh,Khá
17233,2502151058,Dương Thanh Tú,9A6,31/07/2009,2,7,8,7,7,5.3,6.0,6.4,2024,Toán,Trung bình
17234,2502151058,Dương Thanh Tú,9A6,31/07/2009,2,6,6,8,8,7.3,5.6,6.6,2024,Lý,Khá
17235,2502151058,Dương Thanh Tú,9A6,31/07/2009,2,5,5,5,8,6.3,6.7,6.2,2024,Hóa,Trung bình
17236,2502151058,Dương Thanh Tú,9A6,31/07/2009,2,6,8,5,8,5.0,6.2,6.2,2024,Anh,Trung bình
17237,2502151060,Phan Thị Mai,9A6,01/03/2009,2,8,10,8,9,8.2,9.0,8.7,2024,Toán,Giỏi
17238,2502151060,Phan Thị Mai,9A6,01/03/2009,2,9,8,9,10,8.4,9.5,9.0,2024,Lý,Giỏi
17239,2502151060,Phan Thị Mai,9A6,01/03/2009,2,10,9,10,9,9.1,9.2,9.3,2024,Hóa,Giỏi
17240,2502151060,Phan Thị Mai,9A6,01/03/2009,2,10,8,8,9,9.6,8.7,8.9,2024,Anh,Giỏi
17241,2502151062,Phạm Mai Phương,9A6,16/03/2009,2,7,6,7,8,5.3,6.3,6.4,2024,Toán,Trung bình
17242,2502151062,Phạm Mai Phương,9A6,16/03/2009,2,6,5,7,5,7.2,5.7,6.1,2024,Lý,Trung bình
17243,2502151062,Phạm Mai Phương,9A6,16/03/2009,2,7,7,8,8,7.5,6.2,7.1,2024,Hóa,Khá
17244,2502151062,Phạm Mai Phương,9A6,16/03/2009,2,6,7,5,8,6.2,5.6,6.1,2024,Anh,Trung bình
17245,2502151064,Đặng Tấn Hùng,9A6,30/09/2009,2,6,8,6,8,5.2,7.1,6.6,2024,Toán,Khá
17246,2502151064,Đặng Tấn Hùng,9A6,30/09/2009,2,8,7,5,8,6.4,5.3,6.3,2024,Lý,Trung bình
17247,2502151064,Đặng Tấn Hùng,9A6,30/09/2009,2,6,7,5,5,5.1,6.1,5.7,2024,Hóa,Trung bình
17248,2502151064,Đặng Tấn Hùng,9A6,30/09/2009,2,5,7,7,8,6.0,7.1,6.7,2024,Anh,Khá
17249,2502151066,Hoàng Hoàng Tuấn,9A6,27/10/2009,2,9,8,8,7,7.6,7.2,7.6,2024,Toán,Khá
17250,2502151066,Hoàng Hoàng Tuấn,9A6,27/10/2009,2,9,8,9,8,8.0,8.9,8.5,2024,Lý,Giỏi
17251,2502151066,Hoàng Hoàng Tuấn,9A6,27/10/2009,2,8,7,7,7,6.7,8.2,7.4,2024,Hóa,Khá
